Kategori_Asal,Judul,Penulis,Deskripsi,ISBN,Bahasa,Penerbit,Cover_URL,Local_Path
Fiksi,Seri Didot : Teman baru yang istimewa,Suci Harum Wibawati (Pengarang) ; Redaksi Arunikata (Penyunting) ; Watdeerzet (Ilustrator),Belum ada deskripsi :(,978-602-5318-41-2,Indonesia,"Yogyakarta : Arunikata, 2025",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/376571.png,covers\seri_didot__teman_baru_yang_istimewa.jpg
Fiksi,Jingga dan senja,Esti Kinasih (Pengarang),"Tari dan Ari, dua remaja yang dipertemukan oleh takdir. Selain bernama mirip, mereka juga sama-sama lahir sewaktu matahari terbenam. Namun, takdir mempertemukan mereka dalam suasana “perang”. Ari yang biang kerok sekolah baru kali ini bertemu cewek, adik kelas pula, yang berani melawannya. Kemarahan Ari timbul ketika tahu Tari diincar oleh Angga, pentolan SMA musuh. Angga, musuh bebuyutan sekolah Ari sekaligus musuh pribadi Ari, langsung berusaha mendekati Tari begitu cewek itu tak sengaja terjebak dalam tawuran dan Ari berusaha keras menyelamatkannya. Demi dendam masa lalu, Angga bertekad merebut cewek itu. Memanfaatkan peluang yang ada, Angga kemudian maju sebagai pelindung Tari. Ari yang selama ini dikenal tidak peduli terhadap cewek tiba-tiba saja berusaha mendapatkan Tari dengan segala cara. Namun, predikat buruk Ari jelas membuat Tari tidak ingin berurusan dengan cowok itu. Semakin Ari berusaha mendekati Tari, semakin mati-matian cewek itu menjauhkan diri….",9786020331522,Indonesia,"Jakarta : Gramedia Pustaka Utama, 2024",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/376413.jpg,covers\jingga_dan_senja.jpg
Fiksi,Misteri aksara kematian,Ragiel JP (Pengarang),"Aksara dan Alinea sedang mempersiapkan perlombaan drama yang akan diikuti klub drama Sekolah Tunas Bangsa ketika berita kematian Sinta menyebar. Sementara itu, Julian, si anak fotografi yang menemukan Sinta dalam keadaan mati gantung diri, menuduh klub drama lah yang telah membunuh gadis itu. Hasil penyelidikan polisi menyimpulkan bahwa kasus kematian Sinta mirip dengan kasus kematian seorang gadis lain sebelumnya. Kedua kematian itu memiliki benang merah dengan platform penulisan bernama Aksara Kematian (AK). Aksara dan Alinea pun ikut membantu polisi memecahkan kasus, sekaligus untuk membuktikan bahwa klub drama tidak bersalah, tanpa mereka sadari ada sesuatu yang besar membahayakan nyawa mereka.",9786230069437,Indonesia,"Jakarta : Elex Media Komputindo, 2025",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/376363.png,covers\misteri_aksara_kematian.jpg
Fiksi,Nomik my crush,Nurul Chomaria (Pengarang) ; Jumi Haryani (Penyunting) ; Tim Innerchild (Ilustrator) ; Annisa Awra Syafitri (Ilustrator),Belum ada deskripsi :(,978-623-10-8115-5,Indonesia,"Jakarta : Syab, 2025",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/376073.png,covers\nomik_my_crush.jpg
Fiksi,Kasus pembunuhan honjin,Yokomizo Seishi (Pengarang) ; Milka Ivana (Penerjemah),"Keluarga Ichiyanagi merupakan keluarga pemilik honjin yang sudah ada sejak Zaman Edo. Bunyi koto dan suara jeritan ganjil membahana pada malam pesta pernikahan sang ahli waris. Pasangan pengantin baru ditemukan tewas dibantai dengan tubuh bersimbah darah di ruang duduk paviliun mereka. Di dekat bantal, terdapat koto pusaka Keluarga Ichiyanagi, serta partisi lipat berlapis daun emas yang berhiaskan bercak darah berbentuk tiga jari. Salju yang turun dan menumpuk tebal telah mengubur seluruh permukaan halaman, membuat ruang duduk paviliun tersebut seutuhnya menjadi ruang tertutup.",9786020677903,Indonesia,"Jakarta : Gramedia Pustaka Utama, 2025",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/376066.png,covers\kasus_pembunuhan_honjin.jpg
Fiksi,Mencari kepercayaan diri Didit,Suci Harum Wibawati (Pengarang) ; Redaksi Arunikata (Penyunting) ; Watdeerzet (Ilustrator),Belum ada deskripsi :(,978-623-7524-00-7,Indonesia,"Yogyakarta : Arunikata, 2025",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/376021.png,covers\mencari_kepercayaan_diri_didit.jpg
Fiksi,Five nights at freddy's : The silver eyes graphic novel,"Cawthon, Scott (Pengarang)",Belum ada deskripsi :(,9781338298482,Inggris,"United Kingdom : Scholastic Inc, 2020",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/375638.jpg,covers\five_nights_at_freddy's__the_silver_eyes_graphic_novel.jpg
Fiksi,Aisyah : Sirah kasih istri tercinta Rasulullah,Irfa hudaya (Pengarang) ; Aning (Penyunting),Belum ada deskripsi :(,9786233570442,Indonesia,"Yogyakarta : C-Klik Media, 2024",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/375631.jpg,covers\aisyah__sirah_kasih_istri_tercinta_rasulullah.jpg
Fiksi,Percy Jackson's : Greek gods,"riordan, Rick (Pengarang) ; John rocco (Ilustrator)",Belum ada deskripsi :(,9781484712375,Inggris,"New York : Disney, 2014",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/375493.jpg,covers\percy_jackson's__greek_gods.jpg
Fiksi,Bara: Surat terakhir seorang pengelana,Febrialdi R (Pengarang) ; Irwan Rouf (Penyunting),Belum ada deskripsi :(,9789797945428,Indonesia,"Jakarta : mediakita, 2017",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/375246.jpg,covers\bara_surat_terakhir_seorang_pengelana.jpg
Fiksi,Iblis dan Miss Prym,Coelho Paulo (Pengarang) ; Rosi L Simamora (Penerjemah),"Seorang asing tiba di desa Viscos yang terpencil, dengan membawa ransel berisi buku tulis dan sebelas batang emas. Dia datang mencari jawaban atas pertanyaan yang menyiksa batinnya. Apakah manusia, pada dasarnya, baik atau jahat? Dengan menyambut kedatangan orang asing misterius ini, seisi desa ikut terlibat dalam rencana rumitnya yang akan menandai hidup mereka selamanya. Kisah tentang godaan, oleh penulis bestseller internasional Paulo Coelho, Iblis dan Miss Prym adalah parabel yang mengulik pemikiran, tentang masyarakat yang dikuasai keserakahan, kepengecutan, dan ketakutan, sementara berjuang menentukan pilihan antara yang baik dan yang jahat.",9789792298376,Indonesia,"Jakarta : PT Gramedia Pustaka Utama, 2018; Jakarta : PT Gramedia Pustaka Utama, 2024",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/375201.png,covers\iblis_dan_miss_prym.jpg
Fiksi,Malam sunyi hercule poirots,"Hannah, Sophie (Pengarang) ; Agatha Christie Limited (Penerjemah)","Tanggal 19 Desember 1931. Hercule Poirot dan Inspektur Edward Catchpool sedang menantikan liburan Natal yang damai ketika mereka dipanggil menyelidiki kasus pembunuhan seorang pria di rumah sakit di Norfolk. Cynthia Catchpool, ibu Edward, bersikeras Poirot ikut dengannya dan tinggal di mansion yang nyaris runtuh di tepi pantai, supaya mereka semua bisa melewatkan Natal bersama sambil menyelidiki kasus. Dalam penyelidikannya, Poirot menyadari bahwa korban adalah mantan kepala kantor pos yang disukai banyak orang. Kepolisian setempat gagal menemukan seseorang yang bisa memasuki kamar rawat rumah sakit dan membunuh korban di depan para staf rumah sakit. Teman Cynthia, Arnold, akan segera masuk rumah sakit yang sama dan istri Arnold yakin bahwa Arnold akan menjadi korban berikut si pembunuh, walaupun ia menolak menjelaskan alasannya. Tanpa motif dan tersangka yang jelas, Poirot punya waktu kurang dari seminggu untuk memecahkan kasus tersebut dan mencegah terjadinya pembunuhan lain, jika ia ingin melarikan diri dari mimpi buruk melewatkan Natal di Norfolk. Sementara itu, seseorang berdarah dingin juga sedang berencana melakukan sesuatu pada Hercule Poirot.",9786020681214,Indonesia,"Jakarta : Gramedia Pustaka Utama, 2025",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/375156.jpg,covers\malam_sunyi_hercule_poirots.jpg
Fiksi,Lima detektif cilik : Misteri rumah berhantu,Julia Amrih (Pengarang) ; Herman adamson (Penyunting),Belum ada deskripsi :(,9786234001761,Indonesia,"Yogyakarta : Anak Hebat Indonesia, 2022",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/373948.jpg,covers\lima_detektif_cilik__misteri_rumah_berhantu.jpg
Fiksi,Tuan direktur,Hamka (Pengarang) ; Dharmadi (Penyunting) ; Hilya Almas (Ilustrator),Belum ada deskripsi :(,978-602-250-388-0,Indonesia,"Jakarta : Gema Insani, 2017",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/373866.png,covers\tuan_direktur.jpg
Fiksi,Love in silence,Alia Yuningsih (Pengarang) ; Febti Sribagusdadi (Penyunting),Belum ada deskripsi :(,978-623-8367-06-1,Indonesia,": Hamra Pustaka, 2023",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/373738.png,covers\love_in_silence.jpg
Fiksi,Rumah sebuah novel,Gilang Pamungkas (Pengarang) ; Dany georgetown (Penyunting),Belum ada deskripsi :(,9786238367207,Indonesia,"Yogyakarta : Media Cendekia Muslim, 2023",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/373231.jpg,covers\rumah_sebuah_novel.jpg
Fiksi,Ceros dan Batozar,Tere Liye (Pengarang),"Awalnya kami hanya mengikuti karyawisata biasa seperti murid-murid sekolah lain. Hingga Ali, dengan kejeniusan dan keisengannya, memutuskan menyelidiki sebuah ruangan kuno. Kami tiba di bagian dunia paralel lainnya, menemui petarung kuat, mendapat kekuatan baru serta teknik-teknik menakjubkan. Dunia paralel ternyata sangat luas, dengan begitu banyak orang hebat di dalamnya. Kisah ini tentang petualangan tiga sahabat. Raib bisa menghilang. Seli bisa mengeluarkan petir. Dan Ali bisa melakukan apa saja.",9786239987800,Indonesia,"Jakarta : PT Sabak Grip Nusantara, 2024",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/373223.png,covers\ceros_dan_batozar.jpg
Fiksi,Untuk jiwa yang terombang-ambing,Fakhri Fauzan Azhari (Pengarang) ; M. Ihsan Maulana (Penyunting),Belum ada deskripsi :(,978-623-8367-93-1,Indonesia,": Media Cendekia Muslim, 2024",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/372778.png,covers\untuk_jiwa_yang_terombang-ambing.jpg
Fiksi,#berhentidikamu,Gia Pratama (Pengarang) ; Laura Ariestiyanty (Penyunting),"“Tuhan, kurasa aku sudah cukup dewasa untuk mengemban tanggung jawab lebih besar. Bukan hanya untuk diriku, tapi juga untuk seseorang yang Engkau percayakan kepadaku. Dia yang hatinya Engkau titipkan dalam jagaku. Aku belum tahu siapa dia, dan di mana dia berada. Tapi aku ingin siap. Tolong beri aku petunjuk. Aku ingin menjaga hatinya. Menjadi imam terbaik baginya.” Aku sempat menjadi manusia yang kecewa dengan takdir. Tentang sesuatu yang kuinginkan, tentang dia yang selama ini memenuhi relung hati. Namun, kepergiannya menghancurkan semua harapan. Dunia berputar dengan cepat saat aku sadar, bahwa menerima takdir ini adalah yang paling benar. Saat itu pula aku menemukan ketenangan jiwa, poros yang sebenarnya telah Tuhan gariskan untukku. Rasa sakit yang harus kudapatkan, menempa hati menjadi pemilik hak cintanya. Dan, saat itu juga aku dipertemukan dengan belahan jiwa yang sesungguhnya.",9786024413842,Indonesia,"Bandung : PT Mizan Pustaka, 2025",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/372191.png,covers\#berhentidikamu.jpg
Fiksi,Revolting rhymes,"Dahl, Roald (Pengarang) ; Blake, Quentin (Ilustrator)",Belum ada deskripsi :(,978-0-14-241482-8,Inggris,"London : Jonathan Cape, 2012; New York : Puffin Books, 2009",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/372143.png,covers\revolting_rhymes.jpg
Fiksi,Bekisar merah,Ahmad Tohari (Pengarang) ; Eka Pudjawati (Penyunting),"Novel Bekisar Merah ditulis oleh penulis terkenal Indonesia, yaitu Ahmad Tohari. Tulisannya yang menakjubkan mampu menggambarkan pandangan khas desa dengan baik melalui uraian kalimatnya. Kemampuannya dalam menulis sudah tidak diragukan lagi, ia pernah mendapatkan penghargaan penulis Asia Tenggara pada tahun 1995. Bekisar Merah awalnya terbit sebagai cerita bersambung dalam surat kabar Kompas 1993. Kemudian diterbitkan dalam bentuk buku oleh Gramedia Pustaka Utama di tahun yang sama. Novel ini telah mewakili Indonesia menerima hadiah sastra dari The S.E.A. Write Award di kota Bangkok, Thailand pada tahun 1995.",9786020601762,Indonesia,"Jakarta : Gramedia Pustaka Utama, 2025",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/371728.jpg,covers\bekisar_merah.jpg
Fiksi,My very first story time : The little mermaid,"Randall, Ronne (Pengarang) ; Junissa bianda (Ilustrator)",Belum ada deskripsi :(,9781526382757,Inggris,"New York : Pat-a-Cake, 2019",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/371706.jpg,covers\my_very_first_story_time__the_little_mermaid.jpg
Fiksi,My very first story time : Little red ridding hood,"Elliot, Rachel (Pengarang) ; Sophie rohrbach (Ilustrator)",Belum ada deskripsi :(,9781526382702,Inggris,"New York : Pat-a-Cake, 2019",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/371618.jpg,covers\my_very_first_story_time__little_red_ridding_hood.jpg
Fiksi,My very first story time : The gingerbread mam,"randall, ronne (Pengarang) ; Susan batori (Ilustrator)",Belum ada deskripsi :(,9781526382733,Inggris,"New York : Pat-a-Cake, 2019",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/371511.jpg,covers\my_very_first_story_time__the_gingerbread_mam.jpg
Fiksi,My very first story time : The ugly duckling,"randall, Ronne (Pengarang)",Belum ada deskripsi :(,9781526382726,Inggris,"Sophie rohcbach : Pat-a-Cake, 2019",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/371503.jpg,covers\my_very_first_story_time__the_ugly_duckling.jpg
Fiksi,My very first story time : The three billy goats gruff,"randall, Ronne (Pengarang) ; Richard merritt (Ilustrator)",Belum ada deskripsi :(,9781526382740,Inggris,"London : Pat-a-Cake, 2019",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/371396.jpg,covers\my_very_first_story_time__the_three_billy_goats_gruff.jpg
Fiksi,My very first story time : Cinderella,"Elliot, Rachel (Pengarang) ; Tim budgen (Ilustrator)",Belum ada deskripsi :(,9781526382672,Inggris,"London : Pat-a-Cake, 2019",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/371361.jpg,covers\my_very_first_story_time__cinderella.jpg
Fiksi,Watch me,"Mafi, Tahereh (Pengarang)","In my dreams i am safe James Anderson had a plan. Or half of one. He managed to do what his older brother, the famous Aaron Warner Anderson, never did: infiltrate Ark Island, the last refuge of The Reestablishment. No outsider has breached the stronghold of the authoritarian regime, but James is in. In a prison cell, sure, but as far as James is concerned, a win is a win. It’s been ten years since the notorious duo Juliette Ferrars and Aaron Warner Anderson led a worldwide rebellion and established the New Republic of the West. But The Reestablishment is ready to make a devastating move, and they have the perfect assassin for the job. Rosabelle Wolff had a plan. She always has a plan. On Ark Island, where constant surveillance is packaged as security, even emotions must be experienced with caution. Her every movement is monitored—and when she’s given an order to kill, she never hesitates. Brimming with pulse-pounding action and torturous romance, Watch Me is an explosive journey through a dystopian landscape where enemies-to-lovers has never felt more impossible. Step into a beloved and breathtaking world that demands an answer to a desperate question— Who are we when no one is watching?",9780008722746,Inggris,"London : Electric Monkey, 2025",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/371026.jpg,covers\watch_me.jpg
Fiksi,Casablanca,Dahlian (Pengarang) ; Yooki (Penyunting) ; Matahari Indonesia (Ilustrator),Belum ada deskripsi :(,9797807126,Indonesia,"Jakarta : GagasMedia, 2014",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/371016.jpg,covers\casablanca.jpg
Fiksi,Sebuah Komedi Romantis : Gincu,LM Cendana (Pengarang) ; Fenisa Zahra (Penyunting),Belum ada deskripsi :(,9789797945831,Indonesia,"Jakarta : Mediakita, 2019",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/371006.jpg,covers\sebuah_komedi_romantis__gincu.jpg
Fiksi,Of Bees and Mist,Erick Setiawan (Pengarang) ; Fransiska M (Penerjemah),"Meridia jatuh cinta pada Daniel saat masih berumur enam belas tahun dan dia tahu hidupnya akan berubah sejak hari itu. Ketika laki-laki itu melamarnya, Meridia tak bisa menyembunyikan kebahagiaannya karena punya alasan untuk keluar dari rumah. Tapi saat menjalani kehidupan sebagai pengantin baru dirumah mertua, dia mendapati rahasia tentang masa lalu keluarga itu yang selama ini tersimpan. Dan lebih mengejutkan lagi, Meridia juga menemukan kenyataan yang tak terduga tentang keluarga barunya yang membuat dia kini mempertanyakan Cinta, keberanian dan akal sehatnya..",9797804666,Indonesia,"Jakarta : GagasMedia, 2011",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/370908.gif,covers\of_bees_and_mist.jpg
Fiksi,Mirah,Elisabeth Ika (Pengarang) ; Ifan Afiansa (Penyunting),"Tidak berpendidikan tinggi, diceraikan suami ketika pernikahannya belum seumur jagung, pun menjadi anak tengah ketika kakak-adiknya tidak dapat diandalkan, membuat Mirah Paramastri harus menutup telinganya rapat-rapat dari gunjingan tetangga. Kesempatan baru hinggap ke hidup Mirah. Atas keinginan memperbaiki nasib keluarga, Mirah hanya ingin bekerja tanpa drama dan menabung untuk kembali menata masa depannya. Namun, insiden kopi di hari pertamanya bekerja seperti benang yang mengikat tangannya pada sosok Adhirajasa Gama Saputra, kepala gudang pabrik kecap tempat Mirah bekerja. Segala keramahan dan perhatian yang dicurahkan Dhira ternyata menimbulkan masalah baru nan pelik. Mirah harus buru-buru menarik diri sebelum terlambat, atau justru dia terbuai oleh kehadiran Dhira?",9786230419836,Indonesia,"Jakarta : Bhuana Ilmu Populer, 2024",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/370863.jpg,covers\mirah.jpg
Fiksi,A Moment To Love You,Robin Wijaya (Pengarang),"Kisah yang akan kau temui di sini; memang bukan tentang cinta yang selalu sempurna. Melainkan, cerita tentang seberapa pun dalam luka yang tergoreskan, pada akhirnya, semua akan baik-baik saja.",9797808761,Indonesia,"Jakarta : GagasMedia, 2016",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/370751.jpg,covers\a_moment_to_love_you.jpg
Fiksi,Bogor mengaduk waktu,Avia Maulidina (Pengarang) ; Ifan Afiansa (Penyunting),"Catur mendapati ayah aslinya yang menghilang adalah kunci dari terpelintirnya dua garis waktu. Sesuatu telah mengaduk waktu di Kota Bogor, hingga kepingan Bogor satu abad lalu hadir dan berjalan bersamaan dengan Bogor masa kini. Catur harus menemukan sang ayah dan mencari cara untuk mengembalikan Bogor seperti semula, sebelum waktu memperbaiki dirinya sendiri dengan cara memusnahkan mereka semua.",9786230419317,Indonesia,"Jakarta : Bhuana Sastra, 2024",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/370666.png,covers\bogor_mengaduk_waktu.jpg
Fiksi,A little princess,"Burnett, Frances Hodgson (Pengarang)",Belum ada deskripsi :(,978-0-00-851422-8,Inggris,"London : HarperCollins, 2022",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/370501.png,covers\a_little_princess.jpg
Fiksi,Five nights at freddy's : The fourth closet,"Cawthon, Scott (Pengarang) ; Kira breed wrisley (Pengarang)",Belum ada deskripsi :(,9781338139327,Inggris,"New York : Scholastic Inc, 2018",https://perpustakaan.jakarta.go.id/catalog-dispusip/uploaded_files/sampul_koleksi/original/Monograf/370481.jpg,covers\five_nights_at_freddy's__the_fourth_closet.jpg
